Timestamp,Position_0,Position_1,Position_2,Position_3,Position_4,Position_5,Position_6,Position_7,Position_8,Position_9,Position_10,Position_11,Velocity_0,Velocity_1,Velocity_2,Velocity_3,Velocity_4,Velocity_5,Velocity_6,Velocity_7,Velocity_8,Velocity_9,Velocity_10,Velocity_11,Current_0,Current_1,Current_2,Current_3,Current_4,Current_5,Current_6,Current_7,Current_8,Current_9,Current_10,Current_11,PositionRef_0,PositionRef_1,PositionRef_2,PositionRef_3,PositionRef_4,PositionRef_5,PositionRef_6,PositionRef_7,PositionRef_8,PositionRef_9,PositionRef_10,PositionRef_11,LastCommand_0,LastCommand_1,LastCommand_2,LastCommand_3,LastCommand_4,LastCommand_5,LastCommand_6,LastCommand_7,LastCommand_8,LastCommand_9,LastCommand_10,LastCommand_11,
145732,-0.041,-0.032,-0.079,-0.049,0.047,-0.178,-0.021,-0.029,-0.150,-0.034,0.024,-0.111,-0.000,-0.000,-0.087,0.012,-0.044,-0.785,0.204,0.044,-0.204,0.044,-0.183,-0.029,0.581,0.475,-3.145,0.590,-0.623,-0.330,0.207,0.238,-1.401,0.371,-0.136,-2.600,0.000,0.000,-0.308,0.000,0.000,-0.308,0.000,0.000,-0.308,0.000,0.000,-0.308,0.577,0.448,-3.037,0.666,-0.574,-0.243,-0.111,0.322,-1.802,0.391,0.025,-2.705
145747,-0.041,-0.032,-0.079,-0.049,0.047,-0.189,-0.019,-0.028,-0.155,-0.033,0.018,-0.111,0.012,-0.000,-0.044,0.032,-0.087,-0.669,0.055,0.140,-0.396,0.096,-0.460,-0.020,0.551,0.419,-3.280,0.665,-0.638,-0.338,0.135,0.206,-1.560,0.337,-0.068,-2.821,0.000,0.000,-0.322,0.000,0.000,-0.322,0.000,0.000,-0.322,0.000,0.000,-0.322,0.552,0.447,-3.333,0.624,-0.477,-0.763,0.154,0.109,-1.621,0.319,0.660,-2.913
145762,-0.041,-0.032,-0.080,-0.048,0.046,-0.202,-0.019,-0.027,-0.157,-0.031,0.017,-0.112,0.023,-0.000,-0.064,0.096,-0.023,-0.724,0.012,-0.020,-0.224,0.140,0.148,-0.041,0.552,0.419,-3.306,0.453,-0.580,-0.176,0.069,0.265,-2.070,0.255,-0.140,-3.113,0.000,0.000,-0.337,0.000,0.000,-0.337,0.000,0.000,-0.337,0.000,0.000,-0.337,0.528,0.447,-3.447,0.481,-0.592,-0.443,0.266,0.416,-2.151,0.159,-0.532,-3.075
145777,-0.041,-0.032,-0.081,-0.046,0.046,-0.215,-0.019,-0.027,-0.159,-0.031,0.017,-0.113,-0.000,-0.000,-0.064,0.172,0.000,-0.765,-0.000,-0.000,-0.023,-0.000,-0.076,-0.084,0.552,0.419,-3.519,0.457,-0.727,-0.293,0.069,0.265,-2.442,0.319,-0.141,-3.079,0.000,0.000,-0.352,0.000,0.000,-0.352,0.000,0.000,-0.352,0.000,0.000,-0.352,0.573,0.447,-3.665,0.307,-0.639,-0.483,0.283,0.375,-2.651,0.435,-0.087,-3.180
145792,-0.041,-0.032,-0.082,-0.045,0.046,-0.227,-0.019,-0.027,-0.160,-0.031,0.017,-0.114,0.012,-0.000,-0.151,-0.000,-0.012,-0.829,-0.000,0.012,-0.064,-0.000,0.009,-0.105,0.529,0.475,-3.763,0.547,-0.651,-0.254,0.132,0.332,-2.575,0.319,-0.170,-3.136,0.000,0.000,-0.367,0.000,0.000,-0.367,0.000,0.000,-0.367,0.000,0.000,-0.367,0.547,0.447,-3.681,0.631,-0.614,-0.296,0.265,0.351,-2.745,0.435,-0.256,-3.336
145807,-0.041,-0.032,-0.086,-0.045,0.045,-0.240,-0.019,-0.027,-0.161,-0.031,0.017,-0.115,0.023,-0.000,-0.236,0.012,0.000,-0.925,-0.000,0.023,-0.044,-0.000,0.000,-0.020,0.551,0.475,-3.519,0.522,-0.616,-0.223,0.198,0.266,-2.939,0.445,-0.140,-3.605,0.000,0.000,-0.382,0.000,0.000,-0.382,0.000,0.000,-0.382,0.000,0.000,-0.382,0.523,0.447,-3.674,0.605,-0.637,-0.141,0.265,0.327,-3.010,0.435,-0.237,-3.698
145822,-0.040,-0.032,-0.089,-0.045,0.045,-0.252,-0.019,-0.027,-0.162,-0.031,0.017,-0.115,0.055,-0.000,-0.023,0.032,-0.012,-0.957,-0.000,-0.000,-0.055,0.023,0.000,-0.020,0.404,0.475,-3.996,0.503,-0.690,-0.295,0.198,0.326,-3.207,0.384,-0.140,-3.857,0.000,0.000,-0.396,0.000,0.000,-0.396,0.000,0.000,-0.396,0.000,0.000,-0.396,0.434,0.447,-4.237,0.560,-0.613,-0.097,0.265,0.372,-3.171,0.412,-0.237,-3.912
145837,-0.039,-0.032,-0.090,-0.044,0.045,-0.267,-0.019,-0.026,-0.162,-0.031,0.017,-0.116,0.032,-0.000,-0.023,0.023,-0.012,-0.945,0.012,0.012,-0.023,-0.000,0.000,-0.052,0.455,0.405,-4.260,0.505,-0.583,-0.287,0.135,0.346,-3.369,0.385,-0.140,-3.996,0.000,0.000,-0.411,0.000,0.000,-0.411,0.000,0.000,-0.411,0.000,0.000,-0.411,0.489,0.447,-4.454,0.574,-0.612,-0.183,0.240,0.370,-3.439,0.434,-0.237,-4.025
145852,-0.039,-0.032,-0.090,-0.044,0.045,-0.280,-0.019,-0.026,-0.162,-0.031,0.017,-0.117,0.012,-0.000,-0.032,0.032,0.000,-0.893,0.012,-0.000,-0.032,-0.000,0.000,-0.041,0.710,0.405,-4.411,0.494,-0.687,-0.275,0.198,0.405,-3.618,0.382,-0.140,-4.064,0.000,0.000,-0.426,0.000,0.000,-0.426,0.000,0.000,-0.426,0.000,0.000,-0.426,0.527,0.447,-4.640,0.549,-0.635,-0.246,0.238,0.370,-3.627,0.434,-0.237,-4.241
145867,-0.039,-0.032,-0.090,-0.044,0.045,-0.290,-0.019,-0.026,-0.163,-0.031,0.017,-0.118,0.023,-0.000,-0.044,0.012,-0.023,-0.329,0.012,-0.000,-0.032,0.012,-0.012,-0.073,0.520,0.405,-4.826,0.558,-0.583,-1.023,0.199,0.325,-3.642,0.447,-0.140,-4.206,0.000,0.000,-0.441,0.000,0.000,-0.441,0.000,0.000,-0.441,0.000,0.000,-0.441,0.501,0.447,-4.822,0.588,-0.587,-1.455,0.236,0.370,-3.832,0.408,-0.214,-4.374
145882,-0.039,-0.032,-2.912,-0.044,0.045,-0.296,-0.018,-0.026,-0.164,-0.031,0.017,-0.119,-0.000,-0.000,-0.044,-0.000,-0.012,-0.349,0.044,0.023,-0.076,-0.000,0.000,-0.041,0.520,0.475,-4.923,0.560,-0.554,-1.466,0.199,0.325,-3.768,0.447,-0.213,-4.552,0.000,0.000,-2.912,0.000,0.000,-0.456,0.000,0.000,-0.456,0.000,0.000,-0.456,0.547,0.447,0.088,0.611,-0.608,-1.546,0.167,0.322,-3.943,0.432,-0.236,-4.638
145897,-0.039,-0.032,-2.906,-0.044,0.045,-0.298,-0.017,-0.026,-0.164,-0.031,0.017,-0.120,-0.000,-0.000,0.317,-0.000,0.000,-0.148,0.119,-0.000,-0.044,0.012,0.000,-0.148,0.528,0.419,-1.406,0.625,-0.581,-1.931,0.180,0.407,-4.044,0.446,-0.213,-4.694,0.000,0.000,-2.912,0.000,0.000,-0.471,0.000,0.000,-0.471,0.000,0.000,-0.471,0.547,0.447,-0.717,0.610,-0.632,-2.125,-0.021,0.368,-4.206,0.407,-0.236,-4.615
145912,-0.039,-0.032,-2.903,-0.044,0.045,-0.302,-0.016,-0.026,-0.165,-0.031,0.017,-0.125,0.012,-0.000,0.189,-0.000,-0.012,-0.157,-0.000,-0.000,-0.032,-0.000,0.000,-0.413,0.597,0.405,-0.718,0.625,-0.580,-2.035,0.187,0.338,-4.402,0.446,-0.181,-4.219,0.000,0.000,-2.912,0.000,0.000,-0.485,0.000,0.000,-0.485,0.000,0.000,-0.485,0.522,0.447,-0.503,0.610,-0.585,-2.169,0.247,0.367,-4.418,0.430,-0.236,-4.172
145927,-0.039,-0.032,-2.901,-0.044,0.045,-0.303,-0.016,-0.026,-0.165,-0.031,0.017,-0.133,-0.000,-0.000,-0.012,-0.000,0.000,-0.157,-0.000,0.012,-0.032,0.012,0.000,-0.585,0.529,0.489,-0.408,0.624,-0.578,-2.493,0.182,0.339,-4.555,0.386,-0.213,-4.139,0.000,0.000,-2.912,0.000,0.000,-0.500,0.000,0.000,-0.500,0.000,0.000,-0.500,0.546,0.447,-0.143,0.610,-0.629,-2.446,0.230,0.366,-4.621,0.405,-0.236,-3.972
145942,-0.039,-0.032,-2.901,-0.044,0.045,-0.306,-0.016,-0.026,-0.166,-0.030,0.017,-0.143,-0.000,-0.000,0.000,-0.000,-0.023,-0.052,-0.000,-0.000,-0.119,0.012,-0.012,-0.660,0.519,0.475,-0.266,0.561,-0.554,-2.654,0.182,0.409,-4.785,0.387,-0.254,-3.881,0.000,0.000,-2.912,0.000,0.000,-0.515,0.000,0.000,-0.515,0.000,0.000,-0.515,0.546,0.447,-0.143,0.610,-0.582,-2.825,0.230,0.365,-4.642,0.403,-0.212,-3.894
145957,-0.039,-0.032,-2.901,-0.044,0.045,-0.307,-0.016,-0.026,-2.911,-0.030,0.017,-0.149,-0.000,-0.000,0.009,-0.000,-0.012,-0.125,-0.000,-0.000,0.212,0.076,0.000,-0.413,0.519,0.405,-0.199,0.626,-0.605,-2.892,0.182,0.429,-1.920,0.380,-0.213,-4.428,0.000,0.000,-2.912,0.000,0.000,-0.530,0.000,0.000,-2.912,0.000,0.000,-0.530,0.546,0.447,-0.163,0.609,-0.603,-2.873,0.230,0.364,-0.434,0.267,-0.236,-4.513
145972,-0.039,-0.032,-2.901,-0.043,0.044,-0.313,-0.016,-0.026,-2.905,-0.029,0.017,-2.907,-0.000,-0.000,0.009,0.012,-0.044,-0.457,-0.000,-0.000,0.093,0.023,0.000,0.800,0.529,0.405,-0.269,0.624,-0.521,-2.283,0.182,0.429,-0.948,0.397,-0.213,-2.455,0.000,0.000,-2.912,0.000,0.000,-0.545,0.000,0.000,-2.912,0.000,0.000,-2.912,0.546,0.447,-0.163,0.586,-0.511,-2.336,0.230,0.364,-0.273,0.361,-0.236,-1.663
145987,-0.039,-0.032,-2.901,-0.043,0.044,-0.324,-0.016,-0.026,-2.902,-0.029,0.017,-2.905,-0.000,-0.000,0.000,-0.000,-0.012,-0.817,-0.000,-0.000,0.084,-0.000,0.000,0.087,0.598,0.475,-0.213,0.627,-0.584,-1.844,0.182,0.410,-0.783,0.397,-0.247,-0.756,0.000,0.000,-2.912,0.000,0.000,-0.559,0.000,0.000,-2.912,0.000,0.000,-2.912,0.522,0.447,-0.147,0.608,-0.570,-1.557,0.230,0.364,-0.304,0.408,-0.236,-0.223
